pair_ID,sentence_A,sentence_B,relatedness_score,entailment_judgment
1205,A man is speaking on a stage,A man is speaking on a podium,4.3,NEUTRAL
1206,A woman is talking on a telephonic device,A woman is talking on a telephone,4.7,ENTAILMENT
1207,A woman is not talking on a telephone,A woman is talking on a telephone,3.5,CONTRADICTION
1212,A woman is talking on a telephonic device,Two boys are talking on the phone,2.5,NEUTRAL
1213,A woman is not talking on a telephone,Two boys are talking on the phone,2.8,NEUTRAL
1214,A woman is talking on a telephone,Two boys are talking on the phone,3.1,NEUTRAL
1215,A monkey is wading through a marsh,A monkey is wading through a river,4,NEUTRAL
1219,A small monkey is walking in the river,A monkey is wading through a marsh,3.9,NEUTRAL
1221,A monkey is wading through a river,A small monkey is walking through water,4.3,NEUTRAL
1222,A small monkey is walking through water,There is no monkey wading through a marsh,3.7,NEUTRAL
1227,A man is slicing a tomato,There is no man slicing a tomato,3.3,CONTRADICTION
1228,A man is slicing a red tomato,A man is slicing a bun,3.2,NEUTRAL
1230,A man is cutting a bun,A man is slicing a tomato,2.9,NEUTRAL
1239,A woman is dancing and singing with other women,A woman is performing in the rain,3.4,NEUTRAL
1240,There is no woman dancing and singing in the rain,A woman is dancing and singing with other women,3.1,NEUTRAL
1242,A woman is removing the peel of a potato,A woman is peeling a potato,4.9,ENTAILMENT
1244,A man is slicing a red tomato,A woman is slicing a tomato,3.1,NEUTRAL
1246,A woman is peeling a potato,A man is slicing a red tomato,2.3,NEUTRAL
1248,A woman is removing the peel of a potato,A woman is slicing a tomato,3.2,NEUTRAL
1249,A woman is slicing a tomato,There is no woman peeling a potato,1.8,NEUTRAL
1251,A woman is amalgamating eggs,A woman is mixing eggs,4.5,ENTAILMENT
1255,The hungry woman is eating,A woman is mixing eggs,2.5,NEUTRAL
1259,The woman is eating,A woman is mixing eggs,2.2,NEUTRAL
1268,A band is performing on a stage,A band is playing onstage,4.9,ENTAILMENT
1270,There is no man mixing,A man is mixing,3.7,CONTRADICTION
1271,A man is arranging the garden,A man is mowing a lawn,3,NEUTRAL
1273,A man is mixing,A man is arranging the garden,1.5,NEUTRAL
1274,A man is mixing,A man is not mowing a lawn,1.9,NEUTRAL
1275,A man is shaking a drink,A man is mowing a lawn,1.6,NEUTRAL
1276,There is no man mixing,A man is mowing a lawn,1.2,NEUTRAL
1280,A man is walking in a yard,A man is walking outside,4.1,ENTAILMENT
1282,A man is dancing,A man is walking in a yard,2.2,NEUTRAL
1283,There is no man walking outside,A man is dancing,1.6,NEUTRAL
1284,A man is moving gracefully,A man is walking outside,3.2,NEUTRAL
1287,A black cat is swinging on a fan,A cat is swinging on a fan,4.5,ENTAILMENT
1291,A cat is swinging on a fan,A cat is stuck on a ceiling fan that is moving,4.1,NEUTRAL
1292,A cat is playing on a moving ceiling fan,A cat is swinging on a fan,4.635,ENTAILMENT
1293,A black cat is swinging on a fan,A cat is stuck on a moving ceiling fan,3.8,NEUTRAL
1294,A cat is stuck on a moving ceiling fan,There is no cat swinging on a fan,2.8,CONTRADICTION
1297,A man is playing flute,There is no man playing flute,3.5,CONTRADICTION
1303,A man is playing flute,There is no man playing soccer,1.3,NEUTRAL
1305,A man is making music with a flute,A man is playing soccer,1.1,NEUTRAL
1308,A man is playing flute,A man is playing soccer,1.7,NEUTRAL
1311,A person is performing a card trick,A person is doing a trick with some cards,4.8,ENTAILMENT
1317,A person is performing a card trick,A man is frying a tortilla,1,NEUTRAL
1318,A boy is spanking a man with a plastic sword,A boy is spanking a man with a toy weapon,4.5,ENTAILMENT
1319,A boy is spanking a man with a plastic sword,A boy is spanking a woman with a plastic sword,3.5,NEUTRAL
1321,A boy is whacking a man with a sword,A man is being hit by a kid with a weapon,4.4,ENTAILMENT
1326,A man is whacking a boy with a sword,A boy is spanking a man with a plastic sword,3.5,NEUTRAL
1328,A boy is whacking a man with a sword,A boy is spanking a woman with a plastic sword,3.5,NEUTRAL
1329,A boy is whacking a man with a sword,A man is spanking a boy with a plastic sword,3.3,NEUTRAL
1335,The lady is measuring the ankle of another woman,A woman is being measured by another woman,4.4,ENTAILMENT
1336,The woman is measuring a man,The lady is measuring the ankle of another woman,3,NEUTRAL
1341,There is no man making a phone call,A man is making a phone call,3.4,CONTRADICTION
1342,A man is talking on a cell phone,A man is making a call on a cell phone,4.8,ENTAILMENT
1344,A man is talking on a cell phone,A man is making a phone call,4.3,NEUTRAL
1345,A man is hanging up the phone,A man is making a phone call,3.8,NEUTRAL
1346,A man is making a call on a cell phone,A man is talking on the phone,4.2,NEUTRAL
1350,There is no dog rolling from side to side,A dog is rolling from side to side,3.8,CONTRADICTION
1352,There is no puppy rolling,A puppy is repeatedly rolling from side to side on its back,3.8,CONTRADICTION
1354,A dog is rolling from side to side,There is no puppy rolling,3.6,NEUTRAL
1355,A puppy is repeatedly rolling from side to side on its back,An animal is rolling from side to side in a garden,4.1,NEUTRAL
1358,A machine is sharpening a pencil,A pencil is being sharpened,4.5,ENTAILMENT
1359,A machine is sharpening a knife,A machine is sharpening a pencil,2.9,NEUTRAL
1361,The machine is not shaving a pencil,The machine is shaving the end of a pencil,3.8,CONTRADICTION
1365,A machine is sharpening a knife,The machine is shaving the end of a pencil,2.1,NEUTRAL
1368,There is no man playing a keyboard,A man is playing a keyboard,3.7,CONTRADICTION
1371,A man is playing a keyboard,A pianist is playing the keyboard,4.2,NEUTRAL
1372,A person is not playing the keyboard,A man is playing a keyboard,2.6,CONTRADICTION
1373,A man is playing a keyboard in a park,A person is playing the keyboard,4.3,ENTAILMENT
1376,A man is rinsing a large steak,A man is rinsing a large piece of meat,4.6,ENTAILMENT
1378,A steak is being rinsed with water by a person,A person is rinsing a steak with water,5,ENTAILMENT
1379,Nobody is rinsing a steak with water,A person is rinsing a steak with water,4,CONTRADICTION
1380,A steak is being rinsed with water by a person,A man is rinsing a large steak,4.2,NEUTRAL
1381,Nobody is rinsing a steak with water,A man is rinsing a large steak,3.8,CONTRADICTION
1384,A man is rinsing a large steak,A person is rinsing a steak with water,4.6,NEUTRAL
1385,A person is chopping a red onion,A person is chopping an onion,4.6,ENTAILMENT
1386,A person is not chopping an onion,A person is chopping an onion,4.4,CONTRADICTION
1387,A person is riding an old motorcycle,A person is riding a motorcycle,4.4,ENTAILMENT
1388,A person is riding a motorcycle,A person is standing near a motorcycle,3.3,CONTRADICTION
1389,A person is chopping an onion,A person is riding an old motorcycle,1.1,NEUTRAL
1399,There is no man screaming,A man is crying,2.1,NEUTRAL
1403,Butter is being chopped into a container by a man,A man is chopping butter into a container,5,ENTAILMENT
1404,A man is chopping butter into a small container,A man is chopping butter into a container,4.8,ENTAILMENT
1405,A prawn is being cut by a woman,A woman is cutting shrimps,4,NEUTRAL
1407,A man is chopping butter into a container,A prawn is being cut by a woman,2.3,NEUTRAL
1408,A woman is not cutting shrimps,A man is chopping butter into a container,1.8,NEUTRAL
1409,Butter is being chopped into a container by a man,A woman is cutting shrimps,1.4,NEUTRAL
1414,Some men are sawing,Men are sawing,4.8,ENTAILMENT
1415,Some men are sawing,There are no men sawing,3.9,CONTRADICTION
1417,Men are sawing logs,There are no men sawing,3.9,CONTRADICTION
1419,Some men are sawing,Women are sawing logs,3.8,NEUTRAL
1421,A woman is washing her feet,A woman is brushing her feet,3.7,NEUTRAL
1427,A woman is chopping an onion,A woman is washing her feet,1,NEUTRAL
1429,A woman is brushing her feet,A woman is chopping an onion,1.2,NEUTRAL
1431,A man is playing a guitar,A man is not playing a guitar,3.4,CONTRADICTION
1432,A man is playing a keyboard,A musician is playing a keyboard,4.2,ENTAILMENT
1434,A man is playing a guitar,A musician is playing a keyboard,2.3,NEUTRAL
1435,There is no man playing a keyboard,A man is playing a guitar,2.7,NEUTRAL
1438,A man is playing a guitar,A man is playing a keyboard,3,NEUTRAL
1444,A man is laughing,A man is spitting,3.3,NEUTRAL
1446,There is no man spitting,A man is talking,1.7,NEUTRAL
1448,A man is spreading dough,Dough is being spread by a man,4.8,ENTAILMENT
1453,A man is spreading dough,There is no woman slicing meat with a knife,1.1,NEUTRAL
1455,A woman is slicing meat with a knife,A man is lumping dough,1.7,NEUTRAL
1458,A baby is laughing,A baby is crying,3.1,NEUTRAL
1461,A man is doing physical activity,A baby is laughing,1.1,NEUTRAL
1463,A man is exercising,A happy baby is laughing,1,NEUTRAL
1464,A baby is crying,A man is exercising,1,NEUTRAL
1466,Three men are jumping off a tall wall,Three men are jumping off a wall,4.9,ENTAILMENT
1467,Three men are jumping on a wall,Three men are jumping off a wall,4,CONTRADICTION
1473,"Three young men are running, jumping and kicking near a vending machine",Three men are jumping on a wall,2.8,NEUTRAL
1474,Three men are jumping off a wall,"Three young men are running, jumping and kicking near a vending machine",2.7,NEUTRAL
1476,A deer is standing inside a fence,A deer is jumping over a cyclone fence,3.3,NEUTRAL
1479,The deer is jumping over the low fence,A deer is jumping over a cyclone fence,3.8,NEUTRAL
1480,A deer is jumping over a cyclone fence,The deer is not jumping over the fence,3.7,CONTRADICTION
1481,A deer is jumping over a wall,The deer is jumping over the fence,4,NEUTRAL
1482,A deer is standing inside a fence,The deer is jumping over the fence,3.5,CONTRADICTION
1483,A deer is jumping over a cyclone fence,The deer is jumping over the fence,4.6,ENTAILMENT
1484,The oil is being stirred by a man,The man is stirring oil,4.9,ENTAILMENT
1486,The man is stirring the sauce for the chicken,The man is cooking sauce for the meat,4.1,NEUTRAL
1488,The man is stirring oil,The man is cooking sauce for the meat,3.2,NEUTRAL
1489,The man is stirring oil,The man is not stirring the sauce for the chicken,3.2,NEUTRAL
1494,There is no man playing guitar,A man is playing guitar,4.3,CONTRADICTION
1498,A man is playing guitar,There is no man playing a guitar,4.1,CONTRADICTION
1499,A man is playing an electric guitar,A man is playing a guitar,4.5,ENTAILMENT
1501,A man is playing a guitar,A man is playing guitar,4.9,ENTAILMENT
1504,Three men are practicing karate in a field,Three men are practicing karate outdoors,4.5,ENTAILMENT
1505,Three men are practicing karate in a field,Three men are practicing karate in a gym,3.7,NEUTRAL
1509,Three boys in karate costumes aren't fighting,Three men are practicing karate in a field,2.4,NEUTRAL
1511,Some women are holding each other in a circle and dancing,A few women are holding each other and dancing together,3.9,ENTAILMENT
1513,Two men are playing table tennis,Two men are playing ping pong,4.3,ENTAILMENT
1514,Two men are playing table football,Two men are playing table tennis,2.8,CONTRADICTION
1517,Some women are holding each other in a circle and dancing,Two men are playing table tennis,1.1,NEUTRAL
1519,Two men are playing table tennis,A few women are holding each other and dancing together,1.1,NEUTRAL
1521,There is no woman cutting broccoli,A woman is cutting broccoli,3.4,CONTRADICTION
1523,A woman is planting some flowers,A woman is cutting some flowers,3.1,NEUTRAL
1524,A woman is cutting some plants,A woman is cutting broccoli,3.5,NEUTRAL
1527,A woman is cutting some flowers,There is no woman cutting broccoli,2.3,NEUTRAL
1531,A woman is cutting a white onion,A woman is cutting an onion,4.4,ENTAILMENT
1532,A woman is cutting an onion,There is no woman cutting an onion,3.5,CONTRADICTION
1534,There is no woman cutting an onion,A horse is standing,1,NEUTRAL
1535,A white horse is standing,A woman is cutting an onion,1,NEUTRAL
1536,A horse is running,A woman is cutting an onion,1,NEUTRAL
1538,A cat is playing a piano,A cat is playing a keyboard,4.1,NEUTRAL
1541,A man is playing two keyboards,There is no man playing two keyboards,2.4,CONTRADICTION
1545,A man is playing two keyboards,There is no cat playing a keyboard,2.3,NEUTRAL
1547,Mimes are performing on a small stage,Mimes are performing on a stage,4.8,ENTAILMENT
1549,The men are acting on a stage,The men are performing on stage,4.4,ENTAILMENT
1550,Two men are leaving the stage,The men are performing on stage,3.5,NEUTRAL
1551,The men are acting on a stage,Mimes are performing on a stage,3.6,NEUTRAL
1552,Two men are leaving the stage,Mimes are performing on a stage,3.1,NEUTRAL
1553,The men are performing on stage,Mimes are performing on a small stage,3.5,NEUTRAL
1557,A man is dropping a tree,A man is carrying a tree,3.6,NEUTRAL
1558,A man is picking up a tree,A tree is being picked up by a man,4.9,ENTAILMENT
1559,A man is planting a tree,A man is picking up a tree,3.9,NEUTRAL
1563,A man is picking up a tree,A man is dropping a tree,3.5,NEUTRAL
1565,A man is passionately playing the guitar,A man is playing the guitar,4.6,ENTAILMENT
1566,A man is playing the guitar,There is no man playing the guitar,3.5,CONTRADICTION
1570,A person is listening to a trumpet playing,A person is playing a trumpet,3.5,NEUTRAL
1573,A man is playing the guitar,A person is listening to a trumpet playing,1.5,NEUTRAL
1574,A person is playing a trumpet,A man is passionately playing the guitar,2.5,NEUTRAL
1575,A person is playing a trumpet,There is no man playing the guitar,2.5,NEUTRAL
1576,A man is playing the guitar owner,A person is playing a trumpet,2.5,NEUTRAL
1580,"A badger, which is shrewd, is digging the earth",A badger is shrewdly digging the earth,4.5,ENTAILMENT
1582,"A badger, which is shrewd, is digging the earth",The badger is burrowing a hole,4,ENTAILMENT
1585,A badger is shrewdly digging the earth,The badger isn't burrowing a hole,2.7,CONTRADICTION
1586,A badger is shrewdly digging the earth,The badger is burrowing a hole,4.2,ENTAILMENT
1587,Some liquid is being poured into a pan by a man,A man is pouring liquid into a pot,4.6,ENTAILMENT
1588,A man is pouring liquid into a pot,There is no man pouring liquid into a pot,3.7,CONTRADICTION
1591,The chef is carefully pouring oil in the pan,A man is pouring liquid into a pot,3.2,NEUTRAL
1592,A man is pouring liquid into a pot,The chef is carefully drying the oil from the pan,2.3,NEUTRAL
1595,A man is pouring liquid into a pot,The chef is carefully pouring some oil into a pan,4.1,NEUTRAL
1599,The man is operating a stenograph,The man isn't operating a stenograph,3.3,CONTRADICTION
1601,The man is cautiously operating a stenograph,A man is typing on a machine used for stenography,4.2,NEUTRAL
1604,The man is typing on a machine used for stenography,The man is operating a stenograph,4.8,ENTAILMENT
1606,The man is operating a stenograph,A man is typing on a machine used for stenography,4.7,ENTAILMENT
1607,A snake is being fed a mouse by a man,One man is feeding a mouse to the snake,4.7,ENTAILMENT
1609,A poor man is being fed snakes and mice,A snake is being fed a mouse by a man,2.3,NEUTRAL
1610,The man is carefully feeding a mouse to the snake,The man is cautiously feeding a mouse to the snake,4.8,ENTAILMENT
1612,The man is carefully feeding a mouse to the snake,A snake is being fed a mouse by a man,4.8,ENTAILMENT
1614,The man is cautiously feeding a mouse to the snake,One man is feeding a mouse to the snake,4.6,ENTAILMENT
1615,No snake is being fed a mouse by a man,The man is cautiously feeding a mouse to the snake,3.4,CONTRADICTION
1618,A guy is cheerfully playing with the footbag,A guy is cheerfully playing with a footbag,4.9,ENTAILMENT
1621,The man isn't playing the piano,The man is playing a piano,3.6,CONTRADICTION
1625,The man is playing a piano,There is a guy cheerfully playing with a footbag,1.5,NEUTRAL
1626,The man is playing a piano,A guy is cheerfully playing with a footbag,1.3,NEUTRAL
1627,A man is mixing a few ingredients in a bowl,Some ingredients are being mixed in a bowl by a person,4.5,ENTAILMENT
1629,A person is bowling the ingredients to the man at the mixer,Some ingredients are being mixed in a bowl by a person,2.8,NEUTRAL
1631,A woman is breaking two eggs in a bowl,There is no woman breaking eggs in a bowl,3.4,CONTRADICTION
1632,A woman is breaking two eggs in a bowl,A woman is bowling two eggs to a break dancer ,2,NEUTRAL
1635,Some ingredients are being mixed in a bowl by a person,A woman is bowling two eggs to a break dancer ,1.6,NEUTRAL
1639,A woman is breaking two eggs in a bowl,Some ingredients are being mixed in a bowl by a person,3.3,NEUTRAL
1640,The girl is recklessly jumping onto a car,The girl is recklessly jumping onto a vehicle,4.6,ENTAILMENT
1641,The girl is recklessly jumping onto a car,The girl isn't jumping onto the car recklessly,3.6,CONTRADICTION
1643,One young lady is jumping on the car,One girl is jumping on the car,4.9,ENTAILMENT
1646,The girl is recklessly jumping onto a car,One young lady is jumping on the car,4.4,ENTAILMENT
1647,The girl is recklessly jumping onto a car,There is no girl jumping into the car,3.6,NEUTRAL
1648,A girl is on a jumping car,The girl is recklessly jumping onto a car,4,NEUTRAL
1649,The girl is recklessly jumping onto a vehicle,One girl is jumping on the car,4.2,NEUTRAL
1650,The girl isn't jumping onto the car recklessly,One girl is jumping on the car,3.3,NEUTRAL
1651,A car is riskily jumping over a girl,One girl is jumping on the car,2.9,NEUTRAL
1652,The girl is recklessly jumping onto a car,One girl is jumping on the car,4.4,ENTAILMENT
1653,One woman is slowly peeling a potato,One woman is peeling a potato,4.7,ENTAILMENT
1655,A woman is throwing a potato peel,One woman is peeling a potato,3.6,NEUTRAL
1657,The potato is being peeled by a woman,The potato isn't being peeled by a woman,3.2,CONTRADICTION
1659,One woman is peeling a potato,The potato isn't being peeled by a woman,3.6,CONTRADICTION
1660,One woman is slowly peeling a potato,The potato is being peeled by a woman,4.5,ENTAILMENT
1661,There is no woman peeling a potato,The potato is being peeled by a woman,3.5,CONTRADICTION
1663,The potato is being peeled by a woman,One woman is peeling a potato,4.8,ENTAILMENT
1668,The guitar is being played by the man,The guitar is being played by nobody,3.9,CONTRADICTION
1669,The guitar is being played by the man,The man is a guitar player,4.8,ENTAILMENT
1670,A boat is sailing peacefully over the water,The guitar is being played by a man,1,NEUTRAL
1671,The guitar is being played by nobody,A boat is sailing peacefully over the water,1,NEUTRAL
1673,A boat is sailing quietly over the water,The guitar is being played by the man,1,NEUTRAL
1675,A boat's sail is being reflected by the peaceful water,The guitar is being played by the man,1,NEUTRAL
1677,The man is pouring oil on a few tomatoes,One person pours oil on a few tomatoes,4.6,ENTAILMENT
1680,Some oil is being poured on the tomatoes by the man,The man is pouring some oil on the tomatoes,4.8,ENTAILMENT
1682,The man is pouring some oil on the tomatoes,Somebody is pouring tomato oil on the man,2.4,NEUTRAL
1687,The man is pouring some oil on the tomatoes,A man isn't pouring oil on the tomatoes.,3,CONTRADICTION
1691,There is no milk being drunk by a cat,The milk is being drunk by a cat,3.7,CONTRADICTION
1694,A kitten is drinking fresh milk,There is no kitten drinking milk,3.7,CONTRADICTION
1697,There is no kitten drinking milk,The milk is being drunk by a cat,3.7,NEUTRAL
1700,A kitten is drinking fresh milk,There is no milk being drunk by a cat,3.7,CONTRADICTION
1702,A kitten is drinking fresh milk,The milk is being drunk by a cat,4.2,ENTAILMENT
1705,A frog is being held carelessly by a man,A man is carelessly holding a frog,4.8,ENTAILMENT
1706,A man is carelessly holding a frog,A man is carelessly dropping a frog,3.6,NEUTRAL
1707,A man is emptying a container made of plastic,A frog is being held carelessly by a man,1.1,NEUTRAL
1708,A man is emptying a container made of plastic,A man is carelessly dropping a frog,1.2,NEUTRAL
1712,A man is slicing an onion,An onion is being sliced by a man,4.9,ENTAILMENT
1714,A man is eating onion slices,A man is slicing an onion,3.7,NEUTRAL
1715,An onion is being cut by a man,The onion is being cut by the man,4.9,ENTAILMENT
1716,No onion is being cut by a man,An onion is being cut by a man,3.1,CONTRADICTION
1719,An onion is being sliced by a man,An onion is being cut by a man,4.8,ENTAILMENT
1721,An onion is being cut by a man,A man is eating onion slices,3.2,NEUTRAL
1723,A man is recklessly riding a horse,A person is recklessly riding a horse,4.2,ENTAILMENT
1724,A man is recklessly riding a horse,There is no man recklessly riding a horse,4.1,CONTRADICTION
1729,A man is recklessly riding a horse,The elephant isn't being ridden by the woman,1.4,NEUTRAL
1733,A man is recklessly riding a horse,The elephant is being ridden by the woman,1,NEUTRAL
1736,Somebody is playing the piano,The piano is being played by someone,5,ENTAILMENT
1741,The piano is being played by someone,Nobody is feeding an animal,1,NEUTRAL
1747,One man is turning on the microwave,One man is turning off the microwave,4,CONTRADICTION
1751,One man is turning on the microwave,There is no man is pushing the buttons of a microwave,3.7,CONTRADICTION
1753,One man is turning on the microwave,A man is pushing the buttons of a microwave,4.3,ENTAILMENT
1755,A flute is being played by a girl,A flute is being put away by a girl,3.1,CONTRADICTION
1756,A flute is being played by a girl,A girl is making a flute which is not to be played,3.8,NEUTRAL
1757,One woman is practicing with a flute,One woman is playing a flute,4.485,ENTAILMENT
1759,A flute is being played by a girl,One woman is practicing with a flute,4.2,NEUTRAL
1765,A boy is happily playing the piano,One boy is happily playing a piano,5,ENTAILMENT
1766,The boy isn't playing the piano happily,A boy is happily playing the piano,3.8,CONTRADICTION
1771,A boy is happily playing the piano,A piano is being played by a person,4.3,ENTAILMENT
1772,A boy is happily playing the piano,A piano isn't being played by a man,3.3,NEUTRAL
1773,A boy is happily playing the piano,The piano player is being a tough man,2.1,NEUTRAL
1776,A piano is being played by a man,The play is about a happy boy playing the piano,2.6,NEUTRAL
1777,A boy is happily playing the piano,A piano is being played by a man,3.8,NEUTRAL
1780,A cheetah is quickly running behind its prey.,The cheetah is running quickly behind its prey,4.6,ENTAILMENT
1781,A cheetah is quickly running behind its prey.,There is no cheetah quickly running behind its prey,3.8,CONTRADICTION
1782,A cheetah is quickly running behind its prey.,A prey is quickly running behind the cheetah,3.6,CONTRADICTION
1783,A cheetah is chasing its prey across a field,The cheetah is running quickly behind its prey,4.4,NEUTRAL
1784,A cheetah is chasing its prey across a field,There is no cheetah quickly running behind its prey,3.6,CONTRADICTION
1787,A cheetah is shaken off by its prey across a field.,A cheetah is quickly running behind its prey.,3.7,NEUTRAL
1789,A lion is pacing tiredly in a pen,The lion is pacing tiredly in the pen,4.9,ENTAILMENT
1791,A lion is tiring the whole pen by pacing,A lion is pacing tiredly in a pen,3.8,NEUTRAL
1792,A lion is slowly walking,A lion is slowly moving around,4.2,ENTAILMENT
1798,The lion is pacing tiredly in the pen,A lion is slowly walking,4.4,ENTAILMENT
1808,There is no man playing the guitar loudly,A flute is being played by a man,1.8,NEUTRAL
1809,The loud man is not allowed to play the guitar,A flute is being played by a man,2.8,NEUTRAL
1812,A man is playing the guitar loudly,A flute is being played by a man,3.1,NEUTRAL
1814,The person isn't dicing up an orange pepper,The person is dicing up a pepper which is orange,3.3,CONTRADICTION
1815,The person is dicing up a pepper which is orange,The orange colored dices are being cast by a cook to win the pepper,2.9,NEUTRAL
1818,Some bells are ringing near a cook slicing peppers,A cook is slicing some bell peppers,3.1,NEUTRAL
1820,There is no cook slicing some bell peppers,The person is dicing up a pepper which is orange,3.4,CONTRADICTION
1822,A cook is slicing some bell peppers,An orange pepper is being diced up by a person,4.1,NEUTRAL
1823,The person isn't dicing up an orange pepper,A cook is slicing some bell peppers,3.5,NEUTRAL
1825,The person is dicing up a pepper which is orange,A cook is slicing some bell peppers,4.3,NEUTRAL
1829,Some tofu is being sliced by one woman,Tofu is being sliced by a woman,4.9,ENTAILMENT
1830,Tofu is being sliced by a woman,Tofu isn't being sliced by a woman,3.5,CONTRADICTION
1832,A girl is cutting butter into two pieces,Some tofu is being sliced by one woman,2.2,NEUTRAL
1840,"The girl, who is little, is combing her hair into a pony tail.","The girl, who is little, is ruffling her hair",3.5,NEUTRAL
1841,A girl is combing the hair of a little pony's tail,"The girl, who is little, is combing her hair into a pony tail.",2.8,NEUTRAL
1842,One man is sitting steadily on the chair,One man is sitting on the chair,4.4,ENTAILMENT
1844,"The girl, who is little, is combing her hair into a pony tail.",One man is sitting steadily on the chair,1,NEUTRAL
1846,"The girl, who is little, is carefully combing her hair into a pony tail",One man is sitting on the chair,1,NEUTRAL
1849,One man is sitting on the chair,"The girl, who is little, is combing her hair into a pony tail.",1.1,NEUTRAL
1851,The man is carelessly smearing butter on a slice of garlic bread,The man isn't smearing butter on bread ,3.7,CONTRADICTION
1852,A man is spreading butter on a piece of bread which is big,"A piece of bread, which is big, is having butter spread upon it by a man OR A piece of bread, which is big, is being spread with butter by a man",4.7,ENTAILMENT
1853,A man is removing the butter from a piece of bread which is big,A man is spreading butter on a piece of bread which is big,4.1,NEUTRAL
1854,The man is carelessly smearing butter on a slice of garlic bread,"A piece of bread, which is big, is having butter spread upon it by a man OR A piece of bread, which is big, is being spread with butter by a man",4.1,NEUTRAL
1866,The parrot is talking into the microphone,There is no parrot speaking,3.5,CONTRADICTION
1869,A parrot is speaking,The parrot is silent in front of the microphone,2.9,CONTRADICTION
1873,Some kittens are hungry,Some kittens are eating,3.7,NEUTRAL
1874,A man is eating near the kittens,Some kittens are eating,2.9,NEUTRAL
1876,The food on the trays isn't being eaten by the kittens,The food on the trays is being eaten by the kittens,3.3,CONTRADICTION
1878,The kittens are eating the food on the trays,Some kittens are eating,4.7,ENTAILMENT
1879,The food on the trays isn't being eaten by the kittens,Some kittens are eating,2.8,CONTRADICTION
1882,Some kittens are hungry,The food on the trays is being eaten by the kittens,2.9,NEUTRAL
1884,The food on the trays is being eaten by the kittens,Some kittens are eating,4.4,ENTAILMENT
1886,A person is singing and playing the guitar,There is no person singing and playing the guitar,4.1,CONTRADICTION
1887,A person is singing and playing the guitar,The singer is playing the guitar in front of a person,4,NEUTRAL
1888,A man is passionately playing a guitar,One man is passionately playing the guitar,4.9,ENTAILMENT
1892,A man is putting away a guitar,A person is singing and playing the guitar,3.4,NEUTRAL
1894,A man is passionately playing a guitar,A person is singing and playing a guitar,4.2,NEUTRAL
1897,A person is singing and playing the guitar,A man is passionately playing a guitar,4.185,NEUTRAL
1898,Some animals are playing wildly in the water,A few animals are playing in the water,4.4,ENTAILMENT
1904,A few animals are playing in the water,Nobody is playing ping pong,1,NEUTRAL
1907,Two people are playing ping pong,A few animals are out of the water,1,NEUTRAL
1908,Two people are playing ping pong,A few animals are playing in the water,1,NEUTRAL
1909,The windows are being polished by a man,The windows are being cleaned by a man,4.4,ENTAILMENT
1910,The windows are being cleaned by a man,There is no window being cleaned by a man,3.4,CONTRADICTION
1912,The man is driving a car carefully,The man is driving a car,4.6,ENTAILMENT
1918,The man is driving a car,The windows are being polished by a man,1.1,NEUTRAL
1919,The man is driving a car,There is no window being cleaned by a man,1.1,NEUTRAL
1921,The windows are being cleaned by a man,The man is driving a car,1.4,NEUTRAL
1927,The woman is pouring oil into a skillet,The skillet is being oiled by a woman who is pouring some water,3.5,NEUTRAL
1934,The woman is pouring oil into a skillet,A chimp is angrily kicking a target,1,NEUTRAL
1935,The baby is being put into a trash can by a woman,A woman is putting the baby into a trash can,4.9,ENTAILMENT
1936,There is no baby being put into a trash can by a woman,The baby is being put into a trash can by a woman,3.8,CONTRADICTION
1939,The baby is being put into a trash can by a woman,A person is putting meat into a skillet carelessly,1,NEUTRAL
1940,A person is taking away the meat in the skillet,The baby is being put into a trash can by a woman,1,NEUTRAL
1942,A person is putting meat into a skillet,There is no baby being put into a trash can by a woman,1,NEUTRAL
1943,The baby is being put into a trash can by a woman,A person is putting meat into a skillet,1,NEUTRAL
1946,One small child is greedily drinking water from the cup,One small child is drinking water from the cup,4.8,ENTAILMENT
1948,The kitten is eagerly drinking some milk from the bowl,One small child is greedily drinking water from the cup,1.6,NEUTRAL
1949,The kitten is eagerly drinking some milk from the bowl,One small child is filling the cup with water,1.4,NEUTRAL
1954,The band is singing ,The band isn't singing,3.9,CONTRADICTION
1955,The singer is leaving the band,The band is singing ,2.9,NEUTRAL
1961,A woman is putting on makeup carefully,The band isn't singing,1,NEUTRAL
1963,A woman is putting on makeup carefully,The band is singing ,1,NEUTRAL
1967,"The woman is happily playing a guitar, which is acoustic, and singing","The woman is playing a guitar, which is acoustic, and singing",4.5,ENTAILMENT
1969,The singer is playing the guitar at an acoustic concert for a woman,"The woman is playing a guitar, which is acoustic, and singing",3.9,NEUTRAL
1970,"The woman is happily playing a guitar, which is acoustic, and singing",A person is playing a guitar and singing,4.4,ENTAILMENT
1972,The singer is playing the guitar at an acoustic concert for a woman,A person is playing a guitar and singing,3.9,ENTAILMENT
1974,Nobody is playing the guitar and singing,"The woman is playing a guitar, which is acoustic, and singing",3.585,CONTRADICTION
1975,"The woman is playing a guitar, which is acoustic, and singing",The singer is hiring a person to fire the guitar player,1.9,NEUTRAL
1978,There is no water being drunk by a cat,Some water is being drunk by a cat,3.8,CONTRADICTION
1981,A truck is quickly going down a hill,A truck is quickly going up a hill,4,NEUTRAL
1984,A truck is quickly going down a hill,Some water is being casually drunk by a cat,1,NEUTRAL
